move_number,piece,from_square,to_square,is_capture,is_check,is_castle,fen,material_balance,developed_pieces,pst_score,opponent_threats,label,prev_1_piece,prev_1_is_capture,prev_2_piece,prev_2_is_capture
1,1,12,28,False,False,False,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0,0,0,22,good,,,,
2,1,52,44,False,False,False,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0,0,0,29,good,1.0,False,,
3,1,11,27,False,False,False,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,0,0,0,29,good,1.0,False,1.0,False
4,1,49,41,False,False,False,rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,0,0,0,35,good,1.0,False,1.0,False
5,1,8,16,False,False,False,rnbqkbnr/p1pp1ppp/1p2p3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,0,0,0,30,inaccuracy,1.0,False,1.0,False
6,3,58,49,False,False,False,rnbqkbnr/p1pp1ppp/1p2p3/8/3PP3/P7/1PP2PPP/RNBQKBNR b KQkq - 0 3,0,0,0,36,good,1.0,False,1.0,False
7,2,1,18,False,False,False,rn1qkbnr/pbpp1ppp/1p2p3/8/3PP3/P7/1PP2PPP/RNBQKBNR w KQkq - 1 4,0,1,0,31,good,1.0,False,3.0,False
8,2,62,47,False,False,False,rn1qkbnr/pbpp1ppp/1p2p3/8/3PP3/P1N5/1PP2PPP/R1BQKBNR b KQkq - 2 4,0,2,10,38,good,3.0,False,2.0,False
9,3,2,47,True,False,False,rn1qkb1r/pbpp1ppp/1p2p2n/8/3PP3/P1N5/1PP2PPP/R1BQKBNR w KQkq - 3 5,0,3,20,32,inaccuracy,2.0,False,2.0,False
10,1,54,47,True,False,False,rn1qkb1r/pbpp1ppp/1p2p2B/8/3PP3/P1N5/1PP2PPP/R2QKBNR b KQkq - 0 5,3,3,-30,38,good,2.0,False,3.0,True
11,3,5,12,False,False,False,rn1qkb1r/pbpp1p1p/1p2p2p/8/3PP3/P1N5/1PP2PPP/R2QKBNR w KQkq - 0 6,0,2,20,31,inaccuracy,3.0,True,1.0,True
12,5,59,38,False,False,False,rn1qkb1r/pbpp1p1p/1p2p2p/8/3PP3/P1N5/1PP1BPPP/R2QK1NR b KQkq - 1 6,0,3,20,34,good,1.0,True,3.0,False
13,3,12,30,False,False,False,rn2kb1r/pbpp1p1p/1p2p2p/6q1/3PP3/P1N5/1PP1BPPP/R2QK1NR w KQkq - 2 7,0,3,20,39,blunder,3.0,False,5.0,False
14,1,47,39,False,False,False,rn2kb1r/pbpp1p1p/1p2p2p/6q1/3PP1B1/P1N5/1PP2PPP/R2QK1NR b KQkq - 3 7,0,3,20,33,good,5.0,False,3.0,False
15,2,6,21,False,False,False,rn2kb1r/pbpp1p1p/1p2p3/6qp/3PP1B1/P1N5/1PP2PPP/R2QK1NR w KQkq - 0 8,0,3,20,36,blunder,3.0,False,1.0,False
16,5,38,46,False,False,False,rn2kb1r/pbpp1p1p/1p2p3/6qp/3PP1B1/P1N2N2/1PP2PPP/R2QK2R b KQkq - 1 8,0,4,30,34,good,1.0,False,2.0,False
17,2,21,31,False,False,False,rn2kb1r/pbpp1p1p/1p2p1q1/7p/3PP1B1/P1N2N2/1PP2PPP/R2QK2R w KQkq - 2 9,0,4,30,30,blunder,2.0,False,5.0,False
18,5,46,38,False,False,False,rn2kb1r/pbpp1p1p/1p2p1q1/7p/3PP1BN/P1N5/1PP2PPP/R2QK2R b KQkq - 3 9,0,4,10,35,good,5.0,False,2.0,False
19,3,30,39,True,False,False,rn2kb1r/pbpp1p1p/1p2p3/6qp/3PP1BN/P1N5/1PP2PPP/R2QK2R w KQkq - 4 10,0,4,10,36,good,2.0,False,5.0,False
20,5,38,31,True,False,False,rn2kb1r/pbpp1p1p/1p2p3/6qB/3PP2N/P1N5/1PP2PPP/R2QK2R b KQkq - 0 10,1,4,10,35,good,5.0,False,3.0,True
21,5,3,21,False,False,False,rn2kb1r/pbpp1p1p/1p2p3/7B/3PP2q/P1N5/1PP2PPP/R2QK2R w KQkq - 0 11,-2,3,60,35,good,3.0,True,5.0,True
22,6,60,59,False,False,False,rn2kb1r/pbpp1p1p/1p2p3/7B/3PP2q/P1N2Q2/1PP2PPP/R3K2R b KQkq - 1 11,-2,3,60,34,good,5.0,True,5.0,False
23,5,21,53,True,False,False,rn1k1b1r/pbpp1p1p/1p2p3/7B/3PP2q/P1N2Q2/1PP2PPP/R3K2R w KQ - 2 12,-2,3,60,36,good,5.0,False,6.0,False
24,2,57,42,False,False,False,rn1k1b1r/pbpp1Q1p/1p2p3/7B/3PP2q/P1N5/1PP2PPP/R3K2R b KQ - 0 12,-1,3,70,41,good,6.0,False,5.0,True
25,5,53,60,False,False,False,r2k1b1r/pbpp1Q1p/1pn1p3/7B/3PP2q/P1N5/1PP2PPP/R3K2R w KQ - 1 13,-1,4,60,38,good,5.0,True,2.0,False
1,1,11,27,False,False,False,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0,0,0,22,good,,,,
2,1,51,35,False,False,False,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0,0,0,28,good,1.0,False,,
3,2,6,21,False,False,False,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,0,0,0,28,good,1.0,False,1.0,False
4,2,62,45,False,False,False,rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,0,1,10,29,good,1.0,False,2.0,False
5,1,12,20,False,False,False,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,0,2,0,29,good,2.0,False,2.0,False
6,3,58,37,False,False,False,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 3,0,2,0,31,good,2.0,False,1.0,False
7,2,21,31,False,False,False,rn1qkb1r/ppp1pppp/5n2/3p1b2/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 1 4,0,3,0,29,inaccuracy,1.0,False,3.0,False
8,3,37,46,False,False,False,rn1qkb1r/ppp1pppp/5n2/3p1b2/3P3N/4P3/PPP2PPP/RNBQKB1R b KQkq - 2 4,0,3,-20,33,good,3.0,False,2.0,False
9,2,31,46,True,False,False,rn1qkb1r/ppp1pppp/5nb1/3p4/3P3N/4P3/PPP2PPP/RNBQKB1R w KQkq - 3 5,0,3,-20,29,good,2.0,False,3.0,False
10,1,55,46,True,False,False,rn1qkb1r/ppp1pppp/5nN1/3p4/3P4/4P3/PPP2PPP/RNBQKB1R b KQkq - 0 5,3,2,-10,35,good,3.0,False,2.0,True
11,2,1,11,False,False,False,rn1qkb1r/ppp1ppp1/5np1/3p4/3P4/4P3/PPP2PPP/RNBQKB1R w KQkq - 0 6,0,1,-20,30,good,2.0,True,1.0,True
12,1,52,44,False,False,False,rn1qkb1r/ppp1ppp1/5np1/3p4/3P4/4P3/PPPN1PPP/R1BQKB1R b KQkq - 1 6,0,2,-10,32,good,1.0,True,2.0,False
13,3,5,19,False,False,False,rn1qkb1r/ppp2pp1/4pnp1/3p4/3P4/4P3/PPPN1PPP/R1BQKB1R w KQkq - 0 7,0,2,-10,33,inaccuracy,2.0,False,1.0,False
14,3,61,43,False,False,False,rn1qkb1r/ppp2pp1/4pnp1/3p4/3P4/3BP3/PPPN1PPP/R1BQK2R b KQkq - 1 7,0,3,-10,33,good,1.0,False,3.0,False
15,1,20,28,False,False,False,rn1qk2r/ppp2pp1/3bpnp1/3p4/3P4/3BP3/PPPN1PPP/R1BQK2R w KQkq - 2 8,0,4,-10,35,good,3.0,False,3.0,False
16,1,35,28,True,False,False,rn1qk2r/ppp2pp1/3bpnp1/3p4/3PP3/3B4/PPPN1PPP/R1BQK2R b KQkq - 0 8,0,4,-10,31,good,3.0,False,1.0,False
17,2,11,28,True,False,False,rn1qk2r/ppp2pp1/3bpnp1/8/3Pp3/3B4/PPPN1PPP/R1BQK2R w KQkq - 0 9,-1,4,-20,36,good,1.0,False,1.0,True
18,4,63,15,True,False,False,rn1qk2r/ppp2pp1/3bpnp1/8/3PN3/3B4/PPP2PPP/R1BQK2R b KQkq - 0 9,0,4,-15,34,good,1.0,True,2.0,True
19,6,4,12,False,False,False,rn1qk3/ppp2pp1/3bpnp1/8/3PN3/3B4/PPP2PPr/R1BQK2R w KQq - 0 10,-1,4,-15,37,blunder,2.0,True,4.0,True
20,4,15,7,True,False,False,rn1qk3/ppp2pp1/3bpnp1/8/3PN3/3B4/PPP1KPPr/R1BQ3R b q - 1 10,-1,4,-15,33,good,4.0,True,6.0,False
21,5,3,7,True,False,False,rn1qk3/ppp2pp1/3bpnp1/8/3PN3/3B4/PPP1KPP1/R1BQ3r w q - 0 11,-6,4,-15,39,inaccuracy,6.0,False,4.0,True
22,2,57,42,False,False,False,rn1qk3/ppp2pp1/3bpnp1/8/3PN3/3B4/PPP1KPP1/R1B4Q b q - 0 11,-1,4,-15,37,good,4.0,True,5.0,True
23,3,2,38,False,False,False,r2qk3/ppp2pp1/2nbpnp1/8/3PN3/3B4/PPP1KPP1/R1B4Q w q - 1 12,-1,5,-25,35,blunder,5.0,True,2.0,False
24,6,60,52,False,False,False,r2qk3/ppp2pp1/2nbpnp1/6B1/3PN3/3B4/PPP1KPP1/R6Q b q - 2 12,-1,6,-25,38,good,2.0,False,3.0,False
25,5,7,55,False,False,False,r2q4/ppp1kpp1/2nbpnp1/6B1/3PN3/3B4/PPP1KPP1/R6Q w - - 3 13,-1,6,-25,36,blunder,3.0,False,6.0,False
26,2,42,27,True,False,False,r2q4/ppp1kppQ/2nbpnp1/6B1/3PN3/3B4/PPP1KPP1/R7 b - - 4 13,-1,6,-25,38,good,6.0,False,5.0,False
27,6,12,11,False,True,False,r2q4/ppp1kppQ/3bpnp1/6B1/3nN3/3B4/PPP1KPP1/R7 w - - 0 14,-2,6,-25,39,blunder,5.0,False,2.0,True
28,5,59,60,False,False,False,r2q4/ppp1kppQ/3bpnp1/6B1/3nN3/3B4/PPPK1PP1/R7 b - - 1 14,-2,6,-25,37,good,2.0,True,6.0,False
29,5,55,54,True,False,False,r3q3/ppp1kppQ/3bpnp1/6B1/3nN3/3B4/PPPK1PP1/R7 w - - 2 15,-2,6,-25,40,good,6.0,False,5.0,False
30,5,60,63,False,False,False,r3q3/ppp1kpQ1/3bpnp1/6B1/3nN3/3B4/PPPK1PP1/R7 b - - 0 15,-1,6,25,37,good,5.0,False,5.0,True
31,3,38,45,True,False,False,r6q/ppp1kpQ1/3bpnp1/6B1/3nN3/3B4/PPPK1PP1/R7 w - - 1 16,-1,6,25,43,good,5.0,True,5.0,False
32,6,52,51,False,True,False,r6q/ppp1kpQ1/3bpBp1/8/3nN3/3B4/PPPK1PP1/R7 b - - 0 16,2,5,-5,40,good,5.0,False,3.0,True
33,5,54,63,True,False,False,r6q/pppk1pQ1/3bpBp1/8/3nN3/3B4/PPPK1PP1/R7 w - - 1 17,2,5,-5,38,blunder,3.0,True,6.0,False
34,4,56,63,True,False,False,r6Q/pppk1p2/3bpBp1/8/3nN3/3B4/PPPK1PP1/R7 b - - 0 17,11,5,-5,45,good,6.0,False,5.0,True
35,3,45,63,True,False,False,7r/pppk1p2/3bpBp1/8/3nN3/3B4/PPPK1PP1/R7 w - - 0 18,2,5,-5,35,good,5.0,True,4.0,True
1,1,12,28,False,False,False,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0,0,0,22,good,,,,
2,1,52,36,False,False,False,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0,0,0,29,good,1.0,False,,
3,2,6,21,False,False,False,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,0,0,0,29,good,1.0,False,1.0,False
4,2,57,42,False,False,False,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,0,1,10,31,good,1.0,False,2.0,False
5,3,5,26,False,False,False,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,0,2,0,31,good,2.0,False,2.0,False
6,2,62,45,False,False,False,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,0,3,0,31,good,2.0,False,3.0,False
7,2,1,18,False,False,False,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,0,4,-10,33,inaccuracy,3.0,False,2.0,False
8,3,61,34,False,False,False,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 5 4,0,5,0,33,good,2.0,False,2.0,False
9,1,8,16,False,False,False,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 6 5,0,6,0,33,inaccuracy,2.0,False,3.0,False
10,3,34,13,True,False,False,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/P1N2N2/1PPP1PPP/R1BQK2R b KQkq - 0 5,0,6,0,34,good,3.0,False,1.0,False
11,6,4,13,True,True,False,r1bqk2r/pppp1ppp/2n2n2/4p3/2B1P3/P1N2N2/1PPP1bPP/R1BQK2R w KQkq - 0 6,-1,6,-10,36,inaccuracy,1.0,False,3.0,True
12,2,42,27,False,False,False,r1bqk2r/pppp1ppp/2n2n2/4p3/2B1P3/P1N2N2/1PPP1KPP/R1BQ3R b kq - 0 6,2,5,-10,35,good,3.0,True,6.0,True
13,1,11,19,False,False,False,r1bqk2r/pppp1ppp/5n2/4p3/2BnP3/P1N2N2/1PPP1KPP/R1BQ3R w kq - 1 7,2,5,-10,33,good,6.0,True,2.0,False
14,2,45,30,False,False,False,r1bqk2r/pppp1ppp/5n2/4p3/2BnP3/P1NP1N2/1PP2KPP/R1BQ3R b kq - 0 7,2,5,-10,38,good,2.0,False,1.0,False
15,6,13,5,False,True,False,r1bqk2r/pppp1ppp/8/4p3/2BnP1n1/P1NP1N2/1PP2KPP/R1BQ3R w kq - 1 8,2,5,0,35,good,1.0,False,2.0,False
16,5,59,45,False,False,False,r1bqk2r/pppp1ppp/8/4p3/2BnP1n1/P1NP1N2/1PP3PP/R1BQ1K1R b kq - 2 8,2,5,0,38,good,2.0,False,6.0,False
17,1,15,23,False,False,False,r1b1k2r/pppp1ppp/5q2/4p3/2BnP1n1/P1NP1N2/1PP3PP/R1BQ1K1R w kq - 3 9,2,5,0,35,good,6.0,False,5.0,False
18,1,51,35,False,False,False,r1b1k2r/pppp1ppp/5q2/4p3/2BnP1n1/P1NP1N1P/1PP3P1/R1BQ1K1R b kq - 0 9,2,5,0,38,good,5.0,False,1.0,False
19,2,18,35,True,False,False,r1b1k2r/ppp2ppp/5q2/3pp3/2BnP1n1/P1NP1N1P/1PP3P1/R1BQ1K1R w kq - 0 10,2,5,0,38,good,1.0,False,1.0,False
20,5,45,44,False,False,False,r1b1k2r/ppp2ppp/5q2/3Np3/2BnP1n1/P2P1N1P/1PP3P1/R1BQ1K1R b kq - 0 10,3,5,0,38,good,1.0,False,2.0,True
21,2,35,50,True,False,False,r1b1k2r/ppp2ppp/4q3/3Np3/2BnP1n1/P2P1N1P/1PP3P1/R1BQ1K1R w kq - 1 11,3,5,0,34,inaccuracy,2.0,True,5.0,False
1,1,12,28,False,False,False,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0,0,0,22,good,,,,
2,1,50,42,False,False,False,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0,0,0,29,good,1.0,False,,
3,2,1,18,False,False,False,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,0,0,0,25,good,1.0,False,1.0,False
4,1,51,35,False,False,False,rnbqkbnr/pp1ppppp/2p5/8/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,0,1,10,31,good,1.0,False,2.0,False
5,5,3,21,False,False,False,rnbqkbnr/pp2pppp/2p5/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,0,1,10,30,inaccuracy,2.0,False,1.0,False
6,1,35,28,True,False,False,rnbqkbnr/pp2pppp/2p5/3p4/4P3/2N2Q2/PPPP1PPP/R1B1KBNR b KQkq - 1 3,0,1,10,32,good,1.0,False,5.0,False
7,2,18,28,True,False,False,rnbqkbnr/pp2pppp/2p5/8/4p3/2N2Q2/PPPP1PPP/R1B1KBNR w KQkq - 0 4,-1,1,0,32,good,5.0,False,1.0,True
8,2,57,51,False,False,False,rnbqkbnr/pp2pppp/2p5/8/4N3/5Q2/PPPP1PPP/R1B1KBNR b KQkq - 0 4,0,1,5,33,good,1.0,True,2.0,True
9,3,5,26,False,False,False,r1bqkbnr/pp1npppp/2p5/8/4N3/5Q2/PPPP1PPP/R1B1KBNR w KQkq - 1 5,0,2,-5,27,inaccuracy,2.0,True,2.0,False
10,2,62,45,False,False,False,r1bqkbnr/pp1npppp/2p5/8/2B1N3/5Q2/PPPP1PPP/R1B1K1NR b KQkq - 2 5,0,3,-5,34,good,2.0,False,3.0,False
11,2,28,45,True,False,False,r1bqkb1r/pp1npppp/2p2n2/8/2B1N3/5Q2/PPPP1PPP/R1B1K1NR w KQkq - 3 6,0,4,-15,30,inaccuracy,3.0,False,2.0,False
12,2,51,45,True,True,False,r1bqkb1r/pp1npppp/2p2N2/8/2B5/5Q2/PPPP1PPP/R1B1K1NR b KQkq - 0 6,3,3,-45,36,good,2.0,False,2.0,True
13,5,21,22,False,False,False,r1bqkb1r/pp2pppp/2p2n2/8/2B5/5Q2/PPPP1PPP/R1B1K1NR w KQkq - 0 7,0,2,-15,33,inaccuracy,2.0,True,2.0,True
14,3,58,37,False,False,False,r1bqkb1r/pp2pppp/2p2n2/8/2B5/6Q1/PPPP1PPP/R1B1K1NR b KQkq - 1 7,0,2,-15,35,good,2.0,True,5.0,False
15,1,11,19,False,False,False,r2qkb1r/pp2pppp/2p2n2/5b2/2B5/6Q1/PPPP1PPP/R1B1K1NR w KQkq - 2 8,0,3,-15,33,inaccuracy,5.0,False,3.0,False
16,3,37,46,False,False,False,r2qkb1r/pp2pppp/2p2n2/5b2/2B5/3P2Q1/PPP2PPP/R1B1K1NR b KQkq - 0 8,0,3,-15,38,good,3.0,False,1.0,False
17,2,6,12,False,False,False,r2qkb1r/pp2pppp/2p2nb1/8/2B5/3P2Q1/PPP2PPP/R1B1K1NR w KQkq - 1 9,0,3,-15,31,inaccuracy,1.0,False,3.0,False
18,1,52,44,False,False,False,r2qkb1r/pp2pppp/2p2nb1/8/2B5/3P2Q1/PPP1NPPP/R1B1K2R b KQkq - 2 9,0,4,-5,39,good,3.0,False,2.0,False
19,3,2,29,False,False,False,r2qkb1r/pp3ppp/2p1pnb1/8/2B5/3P2Q1/PPP1NPPP/R1B1K2R w KQkq - 0 10,0,4,-5,34,good,2.0,False,1.0,False
20,2,45,39,False,False,False,r2qkb1r/pp3ppp/2p1pnb1/8/2B2B2/3P2Q1/PPP1NPPP/R3K2R b KQkq - 1 10,0,5,-5,37,good,1.0,False,3.0,False
21,5,22,21,False,False,False,r2qkb1r/pp3ppp/2p1p1b1/7n/2B2B2/3P2Q1/PPP1NPPP/R3K2R w KQkq - 2 11,0,5,15,37,inaccuracy,3.0,False,2.0,False
22,2,39,29,True,False,False,r2qkb1r/pp3ppp/2p1p1b1/7n/2B2B2/3P1Q2/PPP1NPPP/R3K2R b KQkq - 3 11,0,5,15,37,good,2.0,False,5.0,False
23,2,12,29,True,False,False,r2qkb1r/pp3ppp/2p1p1b1/8/2B2n2/3P1Q2/PPP1NPPP/R3K2R w KQkq - 0 12,-3,4,-5,38,good,5.0,False,2.0,True
24,3,61,52,False,False,False,r2qkb1r/pp3ppp/2p1p1b1/8/2B2N2/3P1Q2/PPP2PPP/R3K2R b KQkq - 0 12,0,3,-35,31,good,2.0,True,2.0,True
25,3,26,44,True,False,False,r2qk2r/pp2bppp/2p1p1b1/8/2B2N2/3P1Q2/PPP2PPP/R3K2R w KQkq - 1 13,0,4,-35,34,blunder,2.0,True,3.0,False
26,1,53,44,True,False,False,r2qk2r/pp2bppp/2p1B1b1/8/5N2/3P1Q2/PPP2PPP/R3K2R b KQkq - 0 13,1,4,-30,33,good,3.0,False,3.0,True
27,2,29,44,True,False,False,r2qk2r/pp2b1pp/2p1p1b1/8/5N2/3P1Q2/PPP2PPP/R3K2R w KQkq - 0 14,-2,3,-25,33,good,3.0,True,1.0,True
28,5,59,32,False,False,False,r2qk2r/pp2b1pp/2p1N1b1/8/8/3P1Q2/PPP2PPP/R3K2R b KQkq - 0 14,-1,3,-20,37,good,1.0,True,2.0,True
29,1,10,18,False,True,False,r3k2r/pp2b1pp/2p1N1b1/q7/8/3P1Q2/PPP2PPP/R3K2R w KQkq - 1 15,-1,3,-20,36,inaccuracy,2.0,True,5.0,False
30,5,32,36,False,False,False,r3k2r/pp2b1pp/2p1N1b1/q7/8/2PP1Q2/PP3PPP/R3K2R b KQkq - 0 15,-1,3,-20,38,inaccuracy,5.0,False,1.0,False
31,5,21,20,False,True,False,r3k2r/pp2b1pp/2p1N1b1/4q3/8/2PP1Q2/PP3PPP/R3K2R w KQkq - 1 16,-1,3,-20,41,good,1.0,False,5.0,False
32,5,36,20,True,False,False,r3k2r/pp2b1pp/2p1N1b1/4q3/8/2PPQ3/PP3PPP/R3K2R b KQkq - 2 16,-1,3,-20,34,good,5.0,False,5.0,False
33,1,13,20,True,True,False,r3k2r/pp2b1pp/2p1N1b1/8/8/2PPq3/PP3PPP/R3K2R w KQkq - 0 17,-10,3,-20,41,inaccuracy,5.0,False,5.0,True
34,6,60,51,False,False,False,r3k2r/pp2b1pp/2p1N1b1/8/8/2PPP3/PP4PP/R3K2R b KQkq - 0 17,-1,3,-25,28,good,5.0,True,1.0,True
35,2,44,29,False,False,False,r6r/pp1kb1pp/2p1N1b1/8/8/2PPP3/PP4PP/R3K2R w KQ - 1 18,-1,3,-25,32,good,1.0,True,6.0,False
36,3,52,43,False,False,False,r6r/pp1kb1pp/2p3b1/8/5N2/2PPP3/PP4PP/R3K2R b KQ - 2 18,-1,3,-25,28,good,6.0,False,2.0,False
37,2,29,46,True,False,False,r6r/pp1k2pp/2pb2b1/8/5N2/2PPP3/PP4PP/R3K2R w KQ - 3 19,-1,3,-25,32,inaccuracy,2.0,False,3.0,False
38,1,55,46,True,False,False,r6r/pp1k2pp/2pb2N1/8/8/2PPP3/PP4PP/R3K2R b KQ - 0 19,2,2,-35,27,good,3.0,False,2.0,True
39,1,15,23,False,False,False,r6r/pp1k2p1/2pb2p1/8/8/2PPP3/PP4PP/R3K2R w KQ - 0 20,-1,1,-45,32,good,2.0,True,1.0,True
40,3,43,22,False,False,False,r6r/pp1k2p1/2pb2p1/8/8/2PPP2P/PP4P1/R3K2R b KQ - 0 20,-1,1,-45,22,good,1.0,True,1.0,False
41,6,4,11,False,True,False,r6r/pp1k2p1/2p3p1/8/8/2PPP1bP/PP4P1/R3K2R w KQ - 1 21,-1,1,-45,30,good,1.0,False,3.0,False
42,4,56,61,False,False,False,r6r/pp1k2p1/2p3p1/8/8/2PPP1bP/PP1K2P1/R6R b - - 2 21,-1,1,-45,25,good,3.0,False,6.0,False
43,4,7,5,False,False,False,5r1r/pp1k2p1/2p3p1/8/8/2PPP1bP/PP1K2P1/R6R w - - 3 22,-1,1,-45,32,inaccuracy,6.0,False,4.0,False
44,6,51,52,False,False,False,5r1r/pp1k2p1/2p3p1/8/8/2PPP1bP/PP1K2P1/R4R2 b - - 4 22,-1,1,-45,29,good,4.0,False,4.0,False
45,1,19,27,False,False,False,5r1r/pp2k1p1/2p3p1/8/8/2PPP1bP/PP1K2P1/R4R2 w - - 5 23,-1,1,-45,32,inaccuracy,4.0,False,6.0,False
46,4,61,5,True,False,False,5r1r/pp2k1p1/2p3p1/8/3P4/2P1P1bP/PP1K2P1/R4R2 b - - 0 23,-1,1,-45,29,good,6.0,False,1.0,False
47,4,0,5,True,False,False,7r/pp2k1p1/2p3p1/8/3P4/2P1P1bP/PP1K2P1/R4r2 w - - 0 24,-6,1,-45,36,good,1.0,False,4.0,True
48,4,63,61,False,False,False,7r/pp2k1p1/2p3p1/8/3P4/2P1P1bP/PP1K2P1/5R2 b - - 0 24,-1,1,-45,27,good,4.0,True,4.0,True
49,4,5,61,True,False,False,5r2/pp2k1p1/2p3p1/8/3P4/2P1P1bP/PP1K2P1/5R2 w - - 1 25,-1,1,-45,30,good,4.0,True,4.0,False
50,6,52,61,True,False,False,5R2/pp2k1p1/2p3p1/8/3P4/2P1P1bP/PP1K2P1/8 b - - 0 25,4,1,-45,30,good,4.0,False,4.0,True
51,1,20,28,False,False,False,5k2/pp4p1/2p3p1/8/3P4/2P1P1bP/PP1K2P1/8 w - - 0 26,-1,1,-45,23,good,4.0,True,6.0,True
52,6,61,52,False,False,False,5k2/pp4p1/2p3p1/8/3PP3/2P3bP/PP1K2P1/8 b - - 0 26,-1,1,-45,19,good,6.0,True,1.0,False
53,6,11,20,False,False,False,8/pp2k1p1/2p3p1/8/3PP3/2P3bP/PP1K2P1/8 w - - 1 27,-1,1,-45,24,good,1.0,False,6.0,False
54,1,46,38,False,False,False,8/pp2k1p1/2p3p1/8/3PP3/2P1K1bP/PP4P1/8 b - - 2 27,-1,1,-45,18,good,6.0,False,6.0,False
55,6,20,21,False,False,False,8/pp2k1p1/2p5/6p1/3PP3/2P1K1bP/PP4P1/8 w - - 0 28,-1,1,-45,22,good,6.0,False,1.0,False
56,3,22,4,False,False,False,8/pp2k1p1/2p5/6p1/3PP3/2P2KbP/PP4P1/8 b - - 1 28,-1,1,-45,19,good,1.0,False,6.0,False
57,6,21,30,False,False,False,8/pp2k1p1/2p5/6p1/3PP3/2P2K1P/PP4P1/4b3 w - - 2 29,-1,1,-45,20,blunder,6.0,False,3.0,False
58,3,4,11,False,False,False,8/pp2k1p1/2p5/6p1/3PP1K1/2P4P/PP4P1/4b3 b - - 3 29,-1,1,-45,17,inaccuracy,3.0,False,6.0,False
59,6,30,37,False,False,False,8/pp2k1p1/2p5/6p1/3PP1K1/2P4P/PP1b2P1/8 w - - 4 30,-1,1,-45,21,inaccuracy,6.0,False,3.0,False
60,3,11,2,False,False,False,8/pp2k1p1/2p5/5Kp1/3PP3/2P4P/PP1b2P1/8 b - - 5 30,-1,1,-45,18,inaccuracy,3.0,False,6.0,False
61,6,37,46,False,False,False,8/pp2k1p1/2p5/5Kp1/3PP3/2P4P/PP4P1/2b5 w - - 6 31,-1,1,-45,20,blunder,6.0,False,3.0,False
62,6,52,61,False,False,False,8/pp2k1p1/2p3K1/6p1/3PP3/2P4P/PP4P1/2b5 b - - 7 31,-1,1,-45,19,good,3.0,False,6.0,False
63,1,28,36,False,False,False,5k2/pp4p1/2p3K1/6p1/3PP3/2P4P/PP4P1/2b5 w - - 8 32,-1,1,-45,18,blunder,6.0,False,6.0,False
64,3,2,9,True,False,False,5k2/pp4p1/2p3K1/4P1p1/3P4/2P4P/PP4P1/2b5 b - - 0 32,-1,1,-45,19,inaccuracy,6.0,False,1.0,False
